Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"A cross-sectional study: medication safety among cancer in-patients in tertiary care hospitals in KPK, Pakistan.","Azim, Marium; Khan, Ahmad; Khan, Tahir Mehmood; Kamran, Mohammad","BACKGROUND: Medication safety in cancer patients receiving complex medication regimens is an important problem in various settings. Medication related events, interceptions and interventions are not well described in this area. We intended to study incidence, types, settings and stages involved, root cause analysis, medication classes involved and the level of harm cause by medication errors in two hospitals providing oncology services comparatively. The severity of incidents and interventions are studied., METHODS: It was a prospective cross sectional study among cancer in-patients of two tertiary care hospitals of KPK. Scale by NCC-MERP was used for evaluation of all medication related incidents. The data obtained was analyzed by IBM SPSS statistics 22 with 95% confidence interval and used the same for other descriptive statistics., RESULTS: All medication orders were reviewed at both sites (Computerized Prescription Order Entry and HWP systems). Potential ADEs incidence was found high at site 2 (97.5%) while medication errors without harm was high at site 1 (97.5%). Most events occur at prescribing level 87.6 and 81.7% at both sites 1 and 2. Types highly reported involved improper dose 31.4 and 15.5%, monitoring error 14.6 and 15.2% at site 1 and 2. Medications involved in these incidents were antibiotics 44 and 12.7%, antiemetic 7.5 and 15.8% and antineoplastic 2.9 and 9.4% at site 1 and 2. Severity of 3.6 and 36.5% incidents had potential to cause harm at site 1 and 2. Root causes were human factors 62.6 and 72.3%, drug selection 33.6 and 38.8%, and dose selection 39.6 and 15.3% at sites 1 and 2. Contributing factors including staff training 33.6 and 24.3%, system for covering patient care 14.9 and 36.6%, communication system 2.4 and 20.3%, interruptions 9.7 and 7.3% and others 78.8 and 68.6% were highly reported. Preventability of medication errors was 99% at both sites. Intervention was taken in 90.5% events at site 1 (CPOE system) while the incidence lowest at site 2 (HWP system)., CONCLUSION: Medication related events are high among cancer in-patients at the site lacking updated electronic system for medication prescribing. Proper training about medication safety, reporting and interventions are required.",2019,/,BMC health services research,19,1,583,,https://dx.doi.org/10.1186/s12913-019-4420-7,31426786,#5650,Azim 2019,"",Possible RCT
"Evaluating the antimicrobial resistance patterns among major bacterial pathogens isolated from clinical specimens taken from patients in Mofid Children's Hospital, Tehran, Iran: 2013-2018.","Azimi, Taher; Maham, Saied; Fallah, Fatemeh; Azimi, Leila; Gholinejad, Zari","BACKGROUND: This study evaluates the epidemiology and antimicrobial resistance profile of Gram-negative bacteria (GNB) and Gram-positive bacteria (GPB) isolated from clinical specimens in children admitted to Mofid Children's Hospital., METHODS: This was a retrospective study of the patients' clinical specimens collected from January 2013 until the end of December 2018. All specimens were evaluated to determine the presence of infection-causing agents using a BACTEC 9120 blood culture. Isolation and identification of bacterial strains were performed using conventional biochemical tests. Antibiotic resistance was determined using Kirby-Bauer disk diffusion and broth microdilution methods. Results were interpreted according to CLSI and EUCAST., RESULTS: A total of 1130 different pathogenic bacteria were detected from 14,690 different clinical specimens and the overall detection rate was 7.7% (1130/14,690). Among bacterial pathogen isolated from clinical specimens, 55% (n=622) were GNB and 45% (n=508) were GPB. The predominant GNB isolates were Pseudomonas aeruginosa, Klebsiella spp., Acinetobacter baumannii, Escherichia coli, Enterobacter spp., Citrobacter spp., respectively. Among GPB, CoNS was the most frequent and Enterococcus spp. was found to have low levels of resistance to linezolid. In GNB, most A. baumannii and P. aeruginosa were ceftriaxone resistant. P. aeruginosa was found to have low levels of resistance to levofloxacin and ciprofloxacin., CONCLUSIONS: Our findings revealed that the resistance rate among GNB and GPB associated with different infections in children is very high. These results suggest a constant screening and follow-up programs for the detection of antibiotic resistance, and it also suggests to develop antimicrobial stewardship programs in Tehran, Iran.",2019,/,Infection and drug resistance,12,101550216,2089-2102,,https://dx.doi.org/10.2147/IDR.S215329,31410032,#5651,Azimi 2019,"",Not RCT
Evaluating the Counseling Standards and Ability of Pharmacy Staff to Detect Antibiotic-Drugs Interactions: A Simulated Client Study from Pakistan.,"Aziz, Muhammad Majid; Rasool, Muhammad Fawad; Alanazi, Muteb; Alharby, Tareq Nafea; Alanazi, Jowaher; Huwaimel, Bader","Effective and safe medication use can be maximized by providing medication counseling, which aims to optimize therapeutic results. This approach improves the effectiveness of antibacterial treatment, reduces treatment expenses, and mitigates the emergence of antimicrobial resistance. No research from Pakistan has been previously documented. The purpose of this research was to evaluate both the quality of antibiotic counseling provided and the level of understanding exhibited by pharmacy employees with regard to interactions involving antibiotic medications. Using a simulated client method, two scenarios were used to assess 562 pharmacies that were systematically selected. Scenario 1 focused the counseling for use of prescribed medicines with non-prescribed antibiotics. Scenario2 indicated counseling provision for prescribed antibiotics that have possible antibiotic-drug interactions. The evaluation of counseling skills was also conducted. The analysis involved the use of descriptive statistics and chi-square tests. Only 34.1% of simulated clients received medication counseling directly; 45% received it on request. About 31.2% of clients were referred to a physician without counseling. The most frequently provided information was therapy dose (81.6%) and duration (57.4%). More than half (54.0%) of clients were asked about disease duration, but drug storage was ignored. Insufficient information was provided about side effects (1.1%) and antibiotic-drug interactions (1.4%). Most (54.3%) clients were instructed about dietary or lifestyle modifications. Only 1.9% of clients received information about drug administration route. No information was provided about other medication during therapy, effect of medicine withdrawal, and compliance to medication. The current level of antibiotic counseling within Pakistani community pharmacies is inadequate and requires the attention of medical authorities. Professional training of staff could improve counseling.",2023,/,"Antibiotics (Basel, Switzerland)",12,5,,,https://dx.doi.org/10.3390/antibiotics12050931,37237834,#5652,Aziz 2023,"",Possible RCT
"Emergence of Multi-Resistant Enteric Infection In A Paediatric Unit Of Karachi, Pakistan.","Aziz, Sina; Malik, Laraib","From June 2018, onwards, there has been an upsurge of multi-resistant enteric infections in children admitted from various catchment areas of Abbasi Shaheed Hospital (ASH). This is a serious concern as very few antibiotics are available to treat the children. Children from June 2018 to September 2018 of age groups 5.7 +/- 2.84 (range 1.6 to 11 years), referred to ASH, for admission, with clinical suspicion of enteric fever and having received a third generation injectable cephalosporin by a general practitioner, for 5 days or more, with no response, and continuation of fever, were included. A total number of 137 patients had culture proven salmonella typhi, of whom 61(44.52%) showed sensitivity only to meropenem, 45 (32.8%) to azithromycin,13(9.4%)to fosfomycin, 11(8.02%) to Amoxicillin/clavulanic acid, 5 patients showed sensitivity to ceftriaxone(3.64%) and one had sensitivity to amikacin. All patients were treated successfully for 10 days and discharged home. There were no reported complications at follow-up. Multi-Drug Resistance (MDR) enteric fever appears to be a major health concern in Karachi. Mass immunization with oral live attenuated Typhi 21a or injectable unconjugated Vi typhoid vaccine, rational use of antibiotics, improvement in public sanitation facilities, availability of clean drinking water, promotion of safe food handling practices and public health education are vital in the prevention of MDR enteric fever.",2018,/,JPMA. The Journal of the Pakistan Medical Association,68,12,1848-1850,,,30504956,#5653,Aziz 2018,"",Not RCT
A Cross-Sectional Study of Extended-Spectrum beta-Lactamase-Producing Escherichia coli Isolated From Clinical Samples: Single-Center Investigation in Indonesia.,"Azizah, Fitrotin; Artanti, Dita; Sari, Yety Eka Sispita; Arimurti, Anindita Riesti Retno; Iswara, Arya; Khairunnisa, Afifah; Prastiyanto, Muhammad Evy; Geleta, Daniel","The emergence of extended-spectrum beta-lactamase-producing Escherichia coli (ESBL-producing E. coli) is a significant public health concern, particularly in developing countries like Indonesia, where reports on the prevalence and characteristics of these resistant strains are scarce. This lack of data hampers effective infection control and antibiotic stewardship efforts. This study is aimed at investigating the prevalence and assessing the antimicrobial susceptibility profiles of ESBL-producing E. coli isolated from clinical samples of Indonesian patients, thereby contributing to an understanding of antibiotic resistance patterns in this region. A cross-sectional study was conducted at RSUD dr. Adhyatma Hospital, Semarang, Indonesia, over 3 years (from January 2022 to December 2024). Clinical specimens were obtained from patients diagnosed with E. coli infections, and isolates were identified and assessed for antibiotic susceptibility utilizing the VITEK2 Compact system. Data were examined via the Fisher's exact test. Out of 449 E. coli isolates, 199 (44.3%) were identified as ESBL, with the highest prevalence in pus (35.6%) and urine (27.2%). ESBL-producing E. coli isolates demonstrated high sensitivity (above 90%) to amoxicillin-clavulanic acid, ceftazidime, ertapenem, meropenem, and tigecycline. Our study also underlined the higher prevalence of multidrug resistance (MDR) in ESBL compared to non-ESBL. The results highlight the urgent need for enhanced surveillance and infection control measures in healthcare settings to combat the spread of ESBL-producing E. coli. Healthcare professionals, including nurses and clinicians, must be aware of this resistance pattern to guide empirical treatment choices and improve patient outcomes in managing infections caused by these resistant strains. Copyright © 2025 Fitrotin Azizah et al. International Journal of Microbiology published by John Wiley & Sons Ltd.",2025,/,International journal of microbiology,2025,101516125,3743202,,https://dx.doi.org/10.1155/ijm/3743202,40893142,#5654,Azizah 2025,"",Not RCT
Antibiotics prescription in Nigerian dental healthcare services.,"Azodo, C C; Ojehanon, P I","INTRODUCTION: Inappropriate antibiotics prescription in dental healthcare delivery that may result in the emergence of antibiotic-resistant bacteria, is a worldwide concern. The objective of the study was to determine the antibiotics knowledge and prescription patterns among dentists in Nigeria., MATERIALS AND METHODS: A total of 160 questionnaires were distributed to dentists attending continuing education courses organized by two organizations in Southern and Northern parts of Nigeria. Data analysis was done using SPSS version 17.0., RESULTS: A total of 146 questionnaires were returned, properly filled, out of 160 questionnaires, giving an overall response rate 91.3%. The clinical factors predominantly influenced the choice of therapeutic antibiotics among the respondents. In this study, the most commonly prescribed antibiotics among the respondents was a combination of amoxicillin and metronidazole. Of the respondents, 136 (93.2%) of them considered antibiotic resistance as a major problem in Nigeria and 102 (69.9%) have experienced antibiotics resistance in dental practice. The major reported conditions for prophylactic antibiotics among the respondents were diabetic mellitus, HIV/AIDS, history of rheumatic fever, other heart anomalies presenting with heart murmur and presence of prosthetic hip. The knowledge of adverse effects of antibiotics was greatest for tooth discoloration which is related to tetracycline., CONCLUSION: Data from this study revealed the most commonly prescribed antibiotics as a combination of amoxicillin and metronidazole. There existed gaps in prophylactic antibiotic prescription, consideration in the choice of therapeutic antibiotics and knowledge of adverse effects of antibiotics among the studied dentists.",2014,/,Odonto-stomatologie tropicale = Tropical dental journal,37,147,34-42,,,25975066,#5655,Azodo 2014,"",Not RCT
"Prevalence, antibiogram, and risk factors of methicillin-resistant Staphylococcus aureus (MRSA) asymptomatic carriage in Africa: a systematic review and meta-analysis.","Azzam, Ahmed; Khaled, Heba; Fayed, Heba Mohamed; Mansour, Youssef; Eldalil, Mariam; Elshennawy, Eslam; Salem, Haitham; Elkatan, Hoda A","BACKGROUND: MRSA represents a significant public health challenge, particularly in resource-constrained regions like Africa. A critical factor in its spread is the role of asymptomatic carriers, who not only facilitate transmission but also face a markedly higher risk of developing MRSA-related infections. Against this backdrop, the current meta-analysis provides a comprehensive evaluation of MRSA colonization rates, associated risk factors, and antibiotic resistance profiles across African populations., METHODS: A comprehensive literature search was conducted across African Journals Online, African Index Medicus, PubMed, Scopus, Google Scholar, and Web of Science from January 1, 2014, to January 1, 2025. Eligible studies reported on MRSA colonization rates, associated risk factors, or antibiotic resistance patterns within African populations. Results were presented as pooled prevalence or risk ratios (RR) with 95% confidence intervals, employing a random-effects model in R software (meta package). A p-value of < 0.05 was considered statistically significant. The study followed the PRISMA guidelines throughout., RESULTS: Sixty-nine studies with 23,484 participants from 16 African countries were included. Subgroup analyses identified Healthcare Workers and hospitalized patients as having the highest pooled prevalence at 13.6% and 12.9%, respectively. Conversely, lower prevalence rates were observed among healthy community residents and children, at 4.1% and 4.7%, respectively. Among HCWs, Egypt reported the highest MRSA colonization rate at 18.1%. Key risk factors for MRSA colonization include a history of hospitalization (RR: 2.2), prior antibiotic use (RR: 1.4), diabetes mellitus (RR: 4.4), HIV with CD4 < 200 cells/microL (RR: 2.8), invasive procedures (RR: 4.8), and being a nurse compared to a physician (RR: 1.8), all with p < 0.05. Antibiotic resistance of MRSA was low for linezolid (2.7%) and vancomycin (5.9%), but higher for mupirocin (10.7%), clindamycin (23.6%), and Trimethoprim/sulfamethoxazole (38.9%)., CONCLUSION: MRSA colonization is a significant public health challenge in Africa, particularly among healthcare workers and hospitalized patients. Implementing targeted interventions for these high-risk groups can effectively reduce MRSA transmission and overall infection burden. Continuous monitoring is essential, especially given the resistance to mupirocin, a key antibiotic used for MRSA decolonization. Copyright © 2025. The Author(s).",2025,/,BMC infectious diseases,25,1,505,,https://dx.doi.org/10.1186/s12879-025-10819-4,40217166,#5656,Azzam 2025,"",Not RCT
Frequency of Multi-Drug Resistance and Molecular Characteristics of Resistance to Colistin in Acinetobacter baumannii Collected from Patients in Intensive Care Units with Ventilator-Associated Pneumonia.,"Babaei, Samaneh; Pourabdollah, Mihan; Aslanimehr, Masoumeh; Nikkhahi, Farhad; Mahmoodian, Saeid; Hasani, Yasaman; Sheikholeslami, Fatemeh Maryam","Background: Acinetobacter baumannii is one of the most common causes of ventilator-associated pneumonia (VAP) in patients hospitalized in ICU. Multiple resistance has resulted in excessive use of Colistin antibiotic, which is the latest treatment option for this bacterium. Therefore, the purpose of this study was to determine the abundance of multi-resistance and molecular characteristics of resistance to colistin among A. baumannii isolated from patients that are infected with VAP and hospitalized in ICU of ""Qazvin"" and ""Masih Daneshvari"" hospitals., Materials and Methods: In this study, 200 A. baumannii isolates related to VAP were collected from ICU of ""Masih Daneshvari"" (2012-2018) and ""Qazvin"" (2017-2018) hospitals, from bronchoalveolar lavage & tracheal aspirate specimens. Isolates were detected as A. baumannii by PCR with specific primers of the blaOXA-51-like gene. Antibacterial susceptibility of isolates to colistin was determined by the MIC method, and other antibiotics were examined by the disk diffusion method, according to the CLSI criteria. Multi-drug resistance (MDR) and extended-drug resistance (XDR) isolates were determined according to standard definitions of the CLSI., Results: All the isolates were susceptible to colistin. Moreover, they were resistant to piperacillin, piperacillin-tazobactam, ceftazidime, cefotaxime, ceftriaxone, amikacin, gentamycin, levofloxacin, co-trimoxazole, and ciprofloxacin. Antimicrobial resistance rates for tetracycline and ampicillinsulbactam were 8.5% and 20%, respectively. All isolates were MDR and XDR. All isolates were susceptible to colistin (MIC50=1 and MIC90=2 mcg/ml). The sequencing results did not show any point mutation in pmr CAB genes, and mcr-1 gene was not detected in any isolates., Conclusion: In this study, all A. baumannii isolates collected from VAP patients were MDR and XDR. Although all isolates were susceptible to colistin, and this agent seems the most appropriate antibiotic for treatment of VAP, colistin resistance can become endemic in the world rapidly due to plasmid-mediated mobile colistin resistance mcr genes. Copyright© 2021 National Research Institute of Tuberculosis and Lung Disease.",2021,/,Tanaffos,20,4,345-352,,,36267923,#5657,Babaei 2021,"",Not RCT
"Molecular Detection of Carbapenem Resistance in Acinetobacter Baumannii Isolated From Patients in Khorramabad City, Iran.","Babaie, Zeinab; Delfani, Somayeh; Rezaei, Faranak; Norolahi, Fatemeh; Mahdian, Somayeh; Shakib, Pegah","BACKGROUND: Acinetobacter baumannii is an opportunistic pathogen, which causes a wide range of infections in hospitals, especially in intensive care units. Nowadays, due to the high resistance of Acinetobacter bumanni to antibiotics, this study, in addition to the phenotypic and genotypic investigations of drug resistance, focused on determining the molecular types of Acinetobacter baumannii isolated from patients in Khorramabad city by the pulsed-field gel electrophoresis (PFGE) method., MATERIALS AND METHODS: In this cross-sectional study, 50 samples of Acinetobacter baumannii were collected from educational hospitals in Khorramabad city, Iran, from January to August 2015. They were identified in the laboratory using biochemical tests and culture methods. After determining the drug resistance pattern by the disc diffusion method and percentage of resistance genes to carbapenems, Acinetobacter baumannii isolates were analyzed using the PFGE method using the Apa1 enzyme., RESULTS: The highest antibiotic resistance observed for Acinetobacter baumannii strains was against ampicillin-sulbactam (100%) and aztreonam (98%). The highest sensitivity was to polymixin B (100%) and colistin (94%), and also to the OXA-51-like gene present in all samples. The OXA-23-like gene was positive in 44 (88%) samples. PFGE results showed that Acinetobacterbaumannii strains had 33 different pulsotype patterns, of which 27 patterns had more than one strain and 23 had only one strain., CONCLUSION: Due to the high resistance of Acinetobacter baumannii and its ease of spread and its ability to transfer resistance genes, resistance control methods should be used in the disinfection of hospital areas. Hospital staff should observe hygiene standards and there should also be a reduction in antibiotic use. Copyright© Bentham Science Publishers; For any queries, please email at epub@benthamscience.net.",2020,/,Infectious disorders drug targets,20,4,543-549,,https://dx.doi.org/10.2174/1871526519666190517124314,31099322,#5658,Babaie 2020,"",Not RCT
"Antibiotic susceptibility of vancomyin and nitrofurantoin in Staphylococcus aureus isolated from burnt patients in Sulaimaniyah, Iraqi Kurdistan.","Babakir-Mina, Muhammed; Othman, Nasih; Najmuldeen, Hastyar Hamarashid; Noori, Chia Kamil; Fatah, Choman Faraj; Perno, Carlo-Federico; Ciotti, Marco","Burns remain a significant public health problem in terms of morbidity and mortality throughout the world, especially in low and middle-income countries. Burning raptures the skin barriers that normally prevent invasion by microorganisms and infection is a major complication in burn patients. Methicillin resistant Staphylococcus aureus (MRSA) is the most important nosocomial pathogen. This retrospective analysis was conducted in the burn unit of the Department of Microbiology in the Sulamaini Plastic Surgery and Burns Hospital. The analysis is based on data collected from the medical records of 2938 burn patients, hospitalized between May 2008 and December 2011. The clinical samples were taken from various body sources for microbiological tests. Patients with a high percentage of total body surface area burnt (P<0.001) and a longer hospital stay (P<0.001) were more likely to have infection compared to other patients. In addition, among all tested antibiotics, vancomycin and nitrofurantion seem to be the most effective antibiotics for MR- SA. Furthermore there was a significant association between age and antibiotic resistance for all antibiotics except for vancomycin and nitrofurantoin. Resistance to antibiotics increased with advancing age. The wide use of antibiotics in the treatment of bacterial infections has probably led to the emergence and spread of resistant strains. Routine microbiological surveillance and careful in vitro testing prior to antibiotic use and strict adherence to hospital antibiotic policy may help in the prevention and treatment of antibiotic resistant pathogens in burn infections.",2012,/,The new microbiologica,35,4,439-46,,,23109011,#5659,Babakir-Mina 2012,"",Not RCT
Impact of pharmacy worker training and deployment on access to essential medicines for children under five in Malawi: a cluster quasi-experimental evaluation.,"Babigumira, Joseph B; Lubinga, Solomon J; Jenny, Alisa M; Larsen-Cooper, Erin; Crawford, Jessica; Matemba, Charles; Stergachis, Andy","BACKGROUND: Poor access to essential medicines is common in many low- and middle-income countries, partly due to an insufficient and inadequately trained workforce to manage the medicines supply chain. We conducted a prospective impact evaluation of the training and deployment of pharmacy assistants (PAs) to rural health centers in Malawi., METHODS: A quasi-experimental design was used to compare access to medicines in two districts where newly trained PAs were deployed to health centers (intervention) and two districts with no trained PAs at health centers (comparison). A baseline household survey and two annual post-intervention household surveys were conducted. We studied children under five years with a history of fever, cough and difficulty in breathing, and diarrhea in the previous two weeks. We collected data on access to antimalarials, antibiotics and oral rehydration salts (ORS) during the childrens' symptomatic periods. We used difference-in-differences regression models to estimate the impact of PA training and deployment on access to medicines., RESULTS: We included 3974 children across the three rounds of annual surveys: 1840 (46%) in the districts with PAs deployed at health centers and 2096 (53%) in districts with no PAs deployed at health centers. Approximately 80% of children had a fever, nearly 30% had a cough, and 43% had diarrhea in the previous two weeks. In the first year of the program, the presence of a PA led to a significant 74% increase in the odds of access to any antimalarial, and a significant 49% increase in the odds of access to artemisinin combination therapies. This effect was restricted to the first year post-intervention. There was no effect of presence of a PA on access to antibiotics or ORS., CONCLUSION: The training and deployment of pharmacy assistants to rural health centers in Malawi increased access to antimalarial medications over the first year, but the effect was attenuated over the second year. Pharmacy assistants training and deployment demonstrated no impact on access to antibiotics for pneumonia or oral rehydration salts for diarrhea.",2017,/,BMC health services research,17,1,638,,https://dx.doi.org/10.1186/s12913-017-2530-7,28893243,#5662,Babigumira 2017,"",Possible RCT
Systematic review of drug utilization studies & the use of the drug classification system in the WHO-SEARO Region.,"Bachhav, Sagar S; Kshirsagar, Nilima A","BACKGROUND & OBJECTIVES: Information available on drug consumption is inadequate in most low and middle income countries. This systematic review was conducted to analyse published work on drug utilization research/studies (DUR) in the SEARO region of WHO for study objectives, methodology, results and recommendations and to identify the need for improving DUR and the use of the ATC/DDD system., METHODS: A literature search for DUR was carried out in biomedical databases (PubMed, Scirus, Scopus and Google Scholar) up to May 2012. Publications were selected if those were in the English language, describing DUR or prescription practices, and study conducted in the WHO-SEARO countries., RESULTS: A total of 318 publications were included in the review. Of these, 67 per cent were from India and 13 per cent were from Thailand. Majority of the publications were hospital based; only 16 per cent were community based. The ATC/DDD system was used in only 20 per cent of the publications, of which 73 per cent publications used DDD indicators. Several publications focused on antibiotics (31%). Publications that recommended the need for a policy or intervention to improve prescription practices/rational drug use amounted to 35 per cent., INTERPRETATION & CONCLUSIONS: Drug utilization studies using ATC/DDD system need to be promoted and carried out on an ongoing basis. DUR is important for rational use of drugs. Its relevance to policy making and resource allocation needs to be emphasized.",2015,/,The Indian journal of medical research,142,2,120-9,,https://dx.doi.org/10.4103/0971-5916.164223,26354209,#5663,Bachhav 2015,"",Not RCT
Exploring the Antimicrobial Properties of 99 Natural Flavour and Fragrance Raw Materials against Pathogenic Bacteria: A Comparative Study with Antibiotics.,"Bacinska, Zuzanna; Baberowska, Kinga; Surowiak, Alicja Karolina; Balcerzak, Lucyna; Strub, Daniel Jan","Currently, one of the most serious global problems is the increasing incidence of infectious diseases. This is closely related to the increase in antibiotic use, which has resulted in the development of multidrug resistance in microorganisms. Another problem is the numerous microbiological contaminations of cosmetic products, which can lead to dangerous bacterial infections in humans. Natural fragrance raw materials exhibit a wide spectrum of biological properties, including antimicrobial properties. Despite their prevalence and availability on the commercial market, there is little research into their effects on multidrug-resistant microorganisms. This study examines the inhibitory effect of natural substances on Gram-positive and Gram-negative bacteria. For this purpose, screening and appropriate assays were carried out to determine the minimum inhibitory concentration (MIC) value of individual substances, using the alamarBlueTM reagent. The lowest MIC values were observed for Staphylococcus aureus (black seed (Nigella sativa) expressed oil, MIC = 25 microg/mL), Kocuria rhizophila (fir balsam absolute, MIC = 12.5 microg/mL), and Pseudomonas putida (cubeb oil and fir balsam absolute, MIC = 12.5 microg/mL). The most resistant Gram-negative species was Enterobacter gergoviae, while Staphylococcus epidermidis was the most resistant Gram-positive species.",2023,/,"Plants (Basel, Switzerland)",12,21,,,https://dx.doi.org/10.3390/plants12213777,37960133,#5664,Bacinska 2023,"",Not RCT
Study of prescribing pattern of antimicrobial agents in medicine intensive care unit of a teaching hospital in Central India.,"Badar, Vandana A; Navale, Sanjaykumar B","OBJECTIVES: Intensive care unit (ICU) is a setting where large numbers of drugs are administered to patients and where the cost of hospitalization and drug treatment are high. The primary objective was to evaluate the current usage of anti-microbial agents in the Medical Intensive Care Unit (MICU) of a teaching hospital in central India., METHODS: The study was a prospective study for a period of six months from May 2010 - December 2010. Prescription and patient records are reviewed and analyzed. Rationality of drug usage was also evaluated by analyzing the drug prescriptions., RESULTS: In intensive care unit cefotaxime was the most commonly used AMA by 32 % patients, followed by metronidazole 24% patients and ampicillin by 17.29% patients. 77% patients were given 1-3 AMAs, 23% patients were given 4 - 8 AMAs. Most common indication for the antimicrobial therapy was infection. According to evaluation use of antimicrobial therapy was rational in only 30% patients. Average numbers of drugs per patients were 7.5 drugs., CONCLUSION: interventional programme should focus on infection control with rational antibiotic prescription aimed at minimizing unnecessary cost, adverse drug reaction and emergence of bacterial resistance.",2012,/,The Journal of the Association of Physicians of India,60,"hg7, 7505585",20-3,,,23029737,#5665,Badar 2012,"",Not RCT
"Knowledge, attitudes and behaviours regarding antibiotics use among Cypriot university students: a multi-disciplinary survey.","Baddal, Buket; Lajunen, Timo Juhani; Sullman, Mark J M","BACKGROUND: The present study aims to investigate the knowledge and attitudes towards antibiotics among students studying medicine, dentistry, and pharmacy at the Near East University in Northern Cyprus. The influence of personality characteristics on antibiotic use were also evaluated, in order to identify predictors of antibiotic misuse., METHODS: Students were enrolled in the study during the 2020-2021 academic year. Study participants were asked to complete an online questionnaire that measured their knowledge, attitudes and practice (KAP) towards antibiotic use and antibiotic resistance. The KAP of students from the three faculties were compared using Kruskall-Wallis H statistics, Mann-Whitney U statistics, and Spearman's rho. The influence of personality traits on the propensity to use antibiotics without a prescription, as well as their attitudes and knowledge of antibiotic use and misuse, were also investigated., RESULTS: In total, 314 students completed the survey, 52% of which were female. The mean age of the students was 20.5 years. The results showed that among the different disciplines, medical students were significantly more knowledgeable about pharmacological agents, compared to dentistry and pharmacy students, while pharmacy students were more knowledgeable about the effectiveness of antibiotics against different pathogenic microorganisms. All student groups were aware of how antibiotic resistance develops and their role as healthcare personnel in implementing measures against resistance. Appropriate antibiotic use among the student community correlated with study year, highlighting the importance of knowledge and education in the prevention of antibiotic resistance. Personality traits were found to be a contributing factor in students' tendency to use antibiotics without a prescription., CONCLUSION: This study demonstrates the importance of conveying knowledge about antimicrobials in the education programmes of future dentists, pharmacists and physicians. Copyright © 2022. The Author(s).",2022,/,BMC medical education,22,1,847,,https://dx.doi.org/10.1186/s12909-022-03853-2,36476280,#5666,Baddal 2022,"",Not RCT
"Trends in antibiotic susceptibility patterns and epidemiology of MRSA isolates from several hospitals in Riyadh, Saudi Arabia.","Baddour, Manal M; Abuelkheir, Manal M; Fatani, Amal J","BACKGROUND: Methicillin-resistant Staphylococcus aureus (MRSA), is associated with high morbidity and mortality rates with rapid development of resistance., METHODS: A total of 512 MRSA isolates were procured from 6 major hospitals in Riyadh, Saudi Arabia and antibiotic susceptibilities and MICs were documented against several antibiotics and vancomycin. SPSS version 10 was used for statistical analysis., RESULTS: The prevalence of MRSA in the study hospitals ranged from 12% to 49.4%. Mean patient age was 44 years with males constituting 64.4% and females 35.6%. Approximately 41.5% of the isolates came from patients in the extreme age groups. MIC for vancomycin was in the susceptible range for all isolates ranging from 0.25 to 3 ug/ml. The overall susceptibility of MRSA to the various antibiotics tested was: fusidic acid 4.3%, sulfamethoxazole/trimethoprim 33.8%, gentamicin 39.6%, mupirocin 77.0%, gatifloxacin 78.9%, chloramphenicl 80.7%, linezolid 95.1%, quinupristin/dalfopristin 100%. Some differences were noted in the resistance of isolates among the participating hospitals reflecting antibiotic usage. On the whole, inpatient isolates (accounting for 77.5% of the isolates) were more resistant than outpatient isolates (22.5%) except for linezolid. Quinupristin-dalfopristin and linezolid are the most effective antibiotics tested against inpatient isolates while quinupristin-dalfopristin and gatifloxacin seem to be the most effective against outpatient isolates. Approximately one forth of the isolates are no longer susceptible to mupirocin used for eradication of the carrier state reflecting resistance developing after widespread use. Trends over time show a tendency towards decreased susceptibility to gatifloxacin and linezolid with increasing susceptibility to gentamicin and sulfamethoxazole/trimethoprim., CONCLUSION: Quinupristin/dalfopristin and linezolid are two valuable additions to our antimicrobial armamentarium, but resistance has already been described. To preserve their value, their use should be limited to those rare cases where they are clearly needed. Fusidic acid, the local antibiotic, gentamicin and trimethoprim/sulfamethoxazole should not be relied upon for treatment of MRSA infections, at least empirically as the percentage of susceptible isolates is very low.",2006,/,Annals of clinical microbiology and antimicrobials,5,101152152,30,,https://dx.doi.org/10.1186/1476-0711-5-30,17140452,#5667,Baddour 2006,"",Not RCT
