Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
The impact of a nationwide antibiotic restriction program on antibiotic usage and resistance against nosocomial pathogens in Turkey.,"Altunsoy, Adalet; Aypak, Cenk; Azap, Alpay; Ergonul, Onder; Balik, Ismail","PURPOSE: Antimicrobial resistance among microorganisms is a global concern. In 2003, a nationwide antibiotic restriction program (NARP) was released in Turkey. In this study we evaluated the effect of NARP on antibiotic consumption, antimicrobial resistance, and cost., MATERIALS AND METHODS: The data obtained from all of the four university hospitals, and one referral tertiary-care educational state hospital in Ankara. Antimicrobial resistance profiles of 14,233 selected microorganisms all grown in blood cultures and antibiotic consumption from 2001 to 2005 were analyzed retrospectively., RESULTS: A negative correlation was observed between the ceftriaxone consumption and the prevalence of ceftriaxone resistant E.coli and Klebsiella spp. (rho:-0.395, p:0.332 and rho:-0.627, p:0.037, respectively). The decreased usage of carbapenems was correlated with decreased carbapenems-resistant Pseudomonas spp. and Acinetobacter spp (rho:0.155, p:0.712 and rho:0.180, p:0.668, respectively for imipenem). Methicillin resistance rates of S.aureus were decreased from 44% to 41%. After two years of NARP 5,389,155.82 USD saving occurred., CONCLUSION: NARP is effective in lowering the costs and antibiotic resistance.",2011,/,International journal of medical sciences,8,4,339-44,,https://dx.doi.org/10.7150/ijms.8.339,21647326,#5404,Altunsoy 2011,"",Not RCT
Feasibility of Core Antimicrobial Stewardship Interventions in Community Hospitals.,"Anderson, Deverick J; Watson, Shera; Moehring, Rebekah W; Komarow, Lauren; Finnemeyer, Matthew; Arias, Rebekka M; Huvane, Jacqueline; Bova Hill, Carol; Deckard, Nancie; Sexton, Daniel J","Importance: The feasibility of core Infectious Diseases Society of America-recommended antimicrobial stewardship interventions in community hospitals is unknown., Objective: To determine the feasibility and results of implementing 2 core stewardship intervention strategies in community hospitals., Design, Setting, and Participants: Three-stage, multicenter, prospective nonrandomized clinical trial with crossover design. The setting was 4 community hospitals in North Carolina (median bed size, 305; range, 102-425). Participants were all patients receiving targeted study antibacterial agents or alternative, nonstudy antibacterial agents. The study dates were October 2014 through October 2015. All statistical analyses were completed as of October 2016., Interventions: Two antimicrobial stewardship strategies targeted vancomycin hydrochloride, piperacillin-tazobactam, and the antipseudomonal carbapenems on formulary at the study hospitals: (1) modified preauthorization (PA), in which the prescriber had to receive pharmacist approval for continued use of the antibiotic after the first dose, and (2) postprescription audit and review (PPR), in which the pharmacist would engage the prescriber about antibiotic appropriateness after 72 hours of therapy. Two hospitals performed modified PA for 6 months, then PPR for 6 months after a 1-month washout. The other 2 hospitals performed the reverse., Main Outcomes and Measures: The primary outcome was the feasibility of implementing the interventions, determined by (1) approval by hospital administration and committees at each study hospital; (2) completion of pharmacist training; (3) initiation and implementation as determined by number, type, and outcomes of interventions performed; and (4) time required for interventions. Secondary outcomes included antimicrobial use (days of therapy) compared with matched historical periods and length of hospitalization., Results: A total of 2692 patients (median age, 65 years; interquartile range, 53-76 years) underwent a study intervention; 1413 (52.5%) were female, 1323 (49.1%) were white, and 1047 (38.9%) were African American. Intervention approvals took a median of 95 days (range, 56-119 days); during these discussions, strict PA was deemed not feasible. Instead, the modified PA intervention was used throughout the study. Pharmacists performed 1456 modified PA interventions (median per hospital, 350 [range, 129-628]) and 1236 PPR interventions (median per hospital, 298 [range, 273-366]). Study antimicrobials were determined to be inappropriate 2 times as often during the PPR period (41.0% [435 of 1060] vs 20.4% [253 of 1243]; P < .001). Pharmacists recommended dose change more often during the modified PA intervention (15.9% [232 of 1456] vs 9.6% [119 of 1236]; P < .001) and de-escalation during PPR (29.1% [360 of 1236] vs 13.0% [190 of 1456]; P < .001). The median time dedicated to the stewardship interventions varied by hospital (range of median hours per week, 5-19). Overall antibiotic use decreased during PPR compared with historical controls (mean [SD] days of therapy per 1000 patient-days, 925.2 [109.8] vs 965.3 [109.4]; mean difference, -40.1; 95% CI, -71.7 to -8.6), but not during modified PA (mean [SD] days of therapy per 1000 patient-days, 931.0 [102.0] vs 926.6 [89.7]; mean difference, 4.4; 95% CI, -55.8 to 64.7)., Conclusions and Relevance: Strict PA was not feasible in the study hospitals. In contrast, PPR was a feasible and effective strategy for antimicrobial stewardship in settings with limited resources and expertise., Trial Registration: ClinicalTrials.gov identifier: NCT02212808.",2019,/,JAMA network open,2,8,e199369,,https://dx.doi.org/10.1001/jamanetworkopen.2019.9369,31418804,#5454,Anderson 2019,"",Possible RCT
Implementation of Smart Triage combined with a quality improvement program for children presenting to facilities in Kenya and Uganda: An interrupted time series analysis.,"Ansermino, J Mark; Pillay, Yashodani; Tagoola, Abner; Zhang, Cherri; Dunsmuir, Dustin; Kamau, Stephen; Kigo, Joyce; Agaba, Collins; Aye, Ivan Aine; Hwang, Bella; Novakowski, Stefanie K; Huxford, Charly; Wiens, Matthew O; Kimutai, David; Ouma, Mary; Ahmed, Ismail; Mwaniki, Paul; Oyella, Florence; Tenywa, Emmanuel; Nambuya, Harriet; Toliva, Bernard Opar; Kenya-Mugisha, Nathan; Kissoon, Niranjan; Akech, Samuel","Sepsis occurs predominantly in low-middle-income countries. Sub-optimal triage contributes to poor early case recognition and outcomes from sepsis. Improved recognition and quality of care can lead to improved outcomes. We evaluated the impact of Smart Triage using improved time to intravenous antimicrobial administration in a multisite interventional study. Smart Triage, a digital platform with a risk score and clinical dashboard, was implemented (with control sites) in Kenya (February 2021-December 2022) and Uganda (April 2020-April 2022). Children presenting to the outpatient departments with an acute illness were enrolled. A controlled interrupted time series was used to assess the effect on time from arrival at the facility to intravenous antimicrobial administration. Secondary analyses included antimicrobial use, admission rates and mortality (NCT04304235). During the baseline period, the time to antimicrobials decreased significantly in Kenya (132 and 58 minutes) at control and intervention sites. In Uganda, the time to antimicrobials marginally decreased (3 minutes) at the intervention site. Then, during the implementation period in Kenya, the time to antimicrobials at the intervention site decreased by 98 min (57%, 95% CI 81-114) but increased by 49 min (21%, 95% CI: 23-76) at the control site. In Uganda, the time to antimicrobials initially decreased but was not sustained and there was no significant difference between intervention and control sites. At both intervention sites, there was a significant reduction in antimicrobial utilization of 47% (Kenya) and 33% (Uganda) compared to baseline. There was a reduction in admission rates of 47% (Kenya) and 33% (Uganda) compared to baseline. Mortality reduced by 25% (Kenya) and 75% (Uganda) compared to the baseline period. We showed significant improvements in time to intravenous antibiotics in Kenya but not Uganda, likely due to COVID-19, a short study period and resource constraints. The reduced antimicrobial use and admission and mortality rates are remarkable and welcome benefits. The admission and mortality rates should be interpreted cautiously as these were secondary outcomes. This study underlines the difficulty of implementing technologies and sustaining quality improvement in health systems. Copyright: © 2025 Ansermino et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2025,/,PLOS digital health,4,3,e0000466,,https://dx.doi.org/10.1371/journal.pdig.0000466,40063663,#5489,Ansermino 2025,"",Possible RCT
Improved Antibiotic Prescribing for Acute Conjunctivitis After Operational Research: A Before-and-After Study in a Ghanaian Eye Hospital.,"Ansong, Henry Kissinger; Nair, Divya; Koomson, Joana Abokoma; Amponsah, Obed Kwabena Offe; Acquah, Jane Frances; Buckman, James; Ramsay, Andrew; Hope, Paa Kwesi Fynn","Empirical antibiotic treatment is common in acute conjunctivitis despite most cases being non-infectious or viral infections. Operational research (OR) at an eye hospital in Ghana (January-December 2021) identified appropriate antibiotic prescription in 71% of cases. Research dissemination and the sensitisation of key stakeholders followed, including communication of findings and implications to hospital prescribers. We conducted this OR covering January-December 2024 to test the hypothesis that the appropriateness of antibiotic prescriptions will improve, and to investigate the types of antibiotics prescribed and their AWaRe classification. There were 220 acute conjunctivitis cases in 2024, comparable to 2021 (201 cases). Antibiotics were prescribed in 67% of cases in 2024 and 55% in 2021 (aOR 2.51, 95% CI: 1.51-4.19, p < 0.001). Antibiotic prescription appropriateness was higher in 2024 than in 2021: 87% and 71%, respectively (95% CI for change: 5.99-25.99%, p = 0.001). In 2021, only ACCESS and WATCH antibiotics were prescribed. However, 15% of prescriptions in 2024 were RESERVE antibiotics, and multiple antibiotic prescriptions increased from 10% to 22%. This research demonstrates that regular operational research and interventions have the potential to improve antibiotic prescribing in ophthalmic practice in Ghana. It is imperative that the recommendations made by the initial researchers are fully implemented to protect the efficacy of available antibiotics.",2025,/,Tropical medicine and infectious disease,10,11,,,https://dx.doi.org/10.3390/tropicalmed10110301,41295566,#5490,Ansong 2025,"",Not RCT
The Use of Mobile Educational Tools to Improve Antimicrobial Prescription for the Treatment of Acute Pyelonephritis in Pregnancy: A Retrospective Cross-sectional Study.,"Antonello, Vicente Sperb; Cunegatto, Marjane Caroline; Rosin, Elisa Tasca; Castilhos, Julia Xavier; Beduschi, Fabricia Gamba; Bumaguin, Daniela Benzano; Antonello, Ivan Carlos Ferreira; Jimenez, Mirela Foresti","OBJECTIVE: To analyze the prescription of antimicrobial agents for pregnant women admitted into the obstetrics service who presented with acute pyelonephritis., METHODS: Three cross-sectional studies were performed comparing the prescription of antimicrobials for pyelonephritis in pregnant women in the time periods evaluated (2010-2011: 99 patients evaluated; 2013: 116 patients evaluated; 2015: 107 patients evaluated), at the Hospital Femina, Porto Alegre, in the state of Rio Grande do Sul, Brazil. The analysis was performed before and after the promotion of an institutional protocol for the treatment of pyelonephritis during pregnancy, and on a third occasion after the introduction of a smartphone-based mobile educational tool., RESULTS: The evaluation of the prescribing physicians and the adequacy of the prescriptions between the different periods studied revealed a significant increase in appropriate conduct for the choice of antimicrobial (2010: 83.8%; 2013: 95.7%; and 2015: 100%), route of administration (2010: 97%; 2013: 100%; and 2015: 100%), and interval (2010: 91.9%; 2013: 95.7%; and 2015: 100%), following the introduction of the protocol, and again after the implementation of the software application with orientations on the antimicrobial treatment., CONCLUSION: The use of specific mobile applications should be encouraged to attain a better quality and accuracy in prescriptions and to include strategies that not only reduce the risk of negative outcomes, but also improve the quality of care and treatment for maintaining the health both of the mother and of the baby. Copyright Thieme Revinter Publicacoes Ltda Rio de Janeiro, Brazil.",2019,/,Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia,41,2,97-101,,https://dx.doi.org/10.1055/s-0039-1678590,30786306,#5496,Antonello 2019,"",Not RCT
Impact of an Antibiotic Stewardship Program on Antibiotic Prescription for Acute Respiratory Tract Infections in Children: A Prospective Before-After Study.,"Aoybamroong, Nalinee; Kantamalee, Worawit; Thadanipon, Kunlawat; Techasaensiri, Chonnamet; Malathum, Kumthorn; Apiwattanakul, Nopporn","We assessed the effectiveness of an antibiotic stewardship program (ASP) on antibiotic prescriptions for acute respiratory tract infection (ARTI) in a medical school. Our ASP included delivering an antibiotic use guideline via e-mail and LINE (an instant messaging app) to faculty staff, fellows, and residents, and posting of the guideline in examination rooms. Medical records of pediatric patients diagnosed with ARTI were reviewed to assess the appropriateness of antibiotic prescription. ASP could increase the rate of appropriateness from 78% (1979 out of 2553 visits) to 83.4% (2449 out of 2935 visits; P < .001). The baseline of appropriateness was higher in residents (95%) compared with fellows (82%) and faculty staff (75%). The ASP significantly increased the appropriateness only in faculty staff, especially in semiprivate clinics (75% to 83%, P < .001). In conclusion, our ASP increased appropriateness of antibiotic prescriptions for ARTI, with the greatest impact among faculty staff in semiprivate clinics.",2019,/,Clinical pediatrics,58,11-12,1166-1174,,https://dx.doi.org/10.1177/0009922819870248,31431068,#5506,Aoybamroong 2019,"",Not RCT
Design and analysis of a pharmacist-enhanced antimicrobial stewardship program in Thailand.,"Apisarnthanarak, Anucha; Lapcharoen, Pimpun; Vanichkul, Pitcha; Srisaeng-Ngoen, Tananat; Mundy, Linda M","BACKGROUND: The purpose of this study was to design and evaluate the enhancement of an antibiotic stewardship program (ASP) with trained hospital-based infectious diseases clinical pharmacists (IDCPs)., METHODS: The IDCP training entailed a 12-hour course by 3 pharmacists. From January 1, 2012-September 30, 2012, all patients consecutively admitted with presumptive infections to 6 medicine units were prospectively followed to discharge. Standard of care (SoC) included ASP measures with or without infectious diseases consultations (IDCs). Physician teams had the option to request IDCs, IDCPs, or both. The IDCP support included pharmacist participation in daily rounds to inform on antibiotic use. Outcomes examined were inappropriate antibiotic use, antibiotic de-escalation, duration of antibiotic use, and hospital length of stay (LOS) stratified by patient groups who received SoC versus adjunctive IDCPs with and without IDCs., RESULTS: There were 150 patients in the SoC group, 104 in the IDCP group, and 320 in the IDCP plus IDC group. Most antibiotic prescriptions were for empirical therapy (n = 373, 65%), and the top-ranked indications were infections of the respiratory tract (n = 287, 50%) and urinary tract (n = 165, 29%). By multivariate analysis, compared with SoC, the 2 other groups were less likely to be prescribed inappropriate antibiotic use (P < .001), had de-escalation of antibiotics (P < .001), received antibiotics <7 days (P < .001), and had subjects with shorter hospital LOSs (P < .001). There were no group differences in mortality., CONCLUSION: Our study suggests measurable treatment benefits associated with international IDCP training and the integration of adjunct IDCP services into hospital-based ASPs. Copyright © 2015 Association for Professionals in Infection Control and Epidemiology, Inc. Published by Elsevier Inc. All rights reserved.",2015,/,American journal of infection control,43,9,956-9,,https://dx.doi.org/10.1016/j.ajic.2015.05.011,26095656,#5508,Apisarnthanarak 2015,"",Possible RCT
Effectiveness of education and an antibiotic-control program in a tertiary care hospital in Thailand.,"Apisarnthanarak, Anucha; Danchaivijitr, Somwang; Khawcharoenporn, Thana; Limsrivilai, Julajak; Warachan, Boonyasit; Bailey, Thomas C; Fraser, Victoria J","BACKGROUND: We conducted a study to evaluate the impact of education and an antibiotic-control program on antibiotic-prescribing practices, antibiotic consumption, antimicrobial resistance, and cost of antibiotics in a tertiary care hospital in Thailand., METHODS: A study of the year before and the year after the intervention was performed. Inpatient antibiotic prescriptions were prospectively observed. Demographic characteristics, hospital unit, indication for antibiotic prescription, appropriateness of antibiotic use, reasons for inappropriate antibiotic use, antibiotic consumption (i.e., the rate of antibiotic use), bacterial resistance, and antibiotic cost data were collected. Interventions included education, introduction of an antibiogram, use of antibiotic prescription forms, and prescribing controls., RESULTS: After the intervention, there was a 24% reduction in the rate of antibiotic prescription (640 vs. 400 prescriptions/1000 admissions; P<.001). The incidence of inappropriate antibiotic use was significantly reduced (42% vs. 20%; P<.001). A sustained reduction in antibiotic use was observed (R2=0.692; P<.001). Rates of use of third-generation cephalosporins (31 vs. 18 defined daily doses [DDDs]/1000 patient-days; P<.001) and glycopeptides (3.2 vs. 2.4 DDDs/1000 patient-days; P=.002) were significantly reduced. Rates of use of cefazolin (3.5 vs. 8.2 DDDs/1000 patient-days; P<.001) and fluoroquinolones (0.68 vs. 1.15 DDDs/1000 patient-days; P<.001) increased. There were no significant changes for other antibiotic classes. Significant reductions in the incidence of infections due to methicillin-resistant Staphylococcus aureus (48% vs. 33.5%; P<.001), extended-spectrum beta -lactamase-producing Escherichia coli (33% vs. 21%; P<.001), extended-spectrum beta -lactamase-producing Klebsiella pneumoniae (30% vs. 20%; P<.001), and third-generation cephalosporin-resistant Acinetobacter baumanii (27% vs. 19%; P<.001) were also observed. Total costs saving were USD 32,231 during the study period., CONCLUSIONS: Education and an antibiotic-control program constituted an effective and cost-saving strategy to optimize antibiotic use in a tertiary care center in Thailand.",2006,/,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,42,6,768-75,,https://dx.doi.org/10.1086/500325,16477551,#5513,Apisarnthanarak 2006,"",Possible RCT
"Short-term effect of antibiotic control policy on the usage patterns and cost of antimicrobials, mortality, nosocomial infection rates and antibacterial resistance.","Arda, Bilgin; Sipahi, Oguz Resat; Yamazhan, Tansu; Tasbakan, Meltem; Pullukcu, Husnu; Tunger, Alper; Buke, Cagri; Ulusoy, Sercan","OBJECTIVES: In 2003 Turkish government released a new budget application instruction for regulating the usage of parenteral antibiotics inside and outside of the hospitals. In this study it was aimed to evaluate the effect of this instruction on the overall usage of restricted antibiotics, their cost, overall mortality, bacterial resistance patterns and nosocomial infection rates in intensive care units (ICUs) of our setting for March-October 2002 and March-October 2003 periods., METHODS AND RESULTS: Overall daily defined dose/1000 patients/day of restricted drugs decreased, whereas unrestricted drugs increased significantly after the instruction. The cost of all analysed drugs in 2003 period was 540,303USD (-19.6%) less than 2002 period. Nosocomial infection rates in ICUs decreased significantly (p<0.05). When all microbiologically confirmed nosocomial bacteremia cases during the study period were analysed, amoxycilline/clavulanate, ciprofloxacin, cefuroxime, cefotaxime, piperacilline/tazobactam resistance and ESBL rate in Klebsiella pneumoniae decreased significantly (p<0.05). Amikacin resistance in Escherichia coli and Acinetobacter baumannii increased significantly (p<0.05)., CONCLUSION: Antibiotic control is one of the most important and significant ways to save money, and to prevent antibacterial resistance.",2007,/,The Journal of infection,55,1,41-8,,https://dx.doi.org/10.1016/j.jinf.2007.02.014,17512598,#5528,Arda 2007,"",Possible RCT
E-Learning versus Face-to-Face Methodology for Learning Antimicrobial Resistance and Prescription Practice in a Tertiary Hospital of a Middle-Income Country.,"Armas Freire, Paulina Isabel; Gaspar, Gilberto Gambero; Zurita, Jeannete; Salazar, Grace; Velez, Jorge Washington; Bollela, Valdes Roberto","Background: Antimicrobial resistance is a growing health problem worldwide. One strategy to face this problem in a reasonable way is training health personnel for the rational use of antimicrobials. There are some difficulties associated with medical staff to receiving training with E-learning education, but there is a lack of studies and insufficient evidence of the effectiveness of this method compared to face-to-face learning. Methods: An educational intervention on antimicrobial resistance (AMR) and antimicrobial prescription practice (APP) was designed and implemented using two approaches: face-to-face and E-learning among physicians of the intensive care unit (ICU) and internal medicine ward (IMW) at Eugenio Espejo Hospital in Quito. Modalities of interventions were compared to propose a strategy of continuous professional development (CPD) for all hospital staff. An interventional study was proposed using a quasi-experimental approach that included 91 physicians, of which 49 belong to the IMW and 42 to the ICU. All of them received training on AMR-half in a face-to-face mode and the other half in an asynchronous E-learning mode. They then all participated on APP training but with switched groups; those who previously participated in the face-to-face experience participated in an E-learning module and vice-versa. We evaluated self-perception about basic knowledge, attitudes and referred practices towards AMR and APP before and after the intervention. A review of medical records was conducted before and after training by checking antimicrobial prescriptions for all patients in the ICU and IMW with bacteremia, urinary tract infection (UTI), pneumonia, and skin and soft tissue infection. The study received IRB clearance, and we used SPSS for statistical analysis. Results: No statistically significant difference was observed between the E-learning and the face-to-face methodology for AMR and APP. Both methodologies improved knowledge, attitudes and referred practices. In the case of E-learning, there was a self-perception of improved attitudes (p < 0.05) and practices (p < 0.001) for both AMR and APP. In face-to-face, there was a perception of improvement only in attitudes (p < 0.001) for APP. In clinical practice, the use of antimicrobials significantly improved in all domains after training, including empirical and targeted treatment of bacteremia and pneumonia (p < 0.001) and targeted treatment of UTI (p < 0.05). For the empirical treatment of pneumonia, the mean number of antibiotics was reduced from 1.87 before to 1.05 after the intervention (p = 0.003), whereas in the targeted management of bacteremia, the number of antibiotics was reduced from 2.19 to 1.53 (p = 0.010). Conclusions : There was no statistically significant difference between the effect of E-learning and face-to-face strategy in terms of teaching AMR and APP. Adequate self-reported attitudes and practices in E-learning exceed those of the face-to-face approach. The empiric and targeted use of antimicrobials improved in all reviewed cases, and we observed an overall decrease in antibiotic use. Satisfaction with training was high for both methods, and participants valued the flexibility and accessibility of E-learning.",2022,/,"Antibiotics (Basel, Switzerland)",11,12,,,https://dx.doi.org/10.3390/antibiotics11121829,36551486,#5537,ArmasFreire 2022,"",Possible RCT
Reduction of Antibiotic Prescription in Complicated Appendicitis through Behavioral Change Measures.,"Artiles Garcia, Alberto A; Guanche Garcell, Humberto; Pinto Echevarria, Miguel J; Sanchez Portela, Carlos A; Sanchez Rivas, Carlos M; Arias Medina, Marlon; Seoane Perez, Niuvis; Escobar More, Osiris I; Fernandez Hernandez, Tania M","Background Variability in the prescription of antibiotics constitutes an area for improvement related to patient safety issues, including the risk of infection and health care efficiency based on evidence. Objectives The study aims to evaluate the effect of an intervention to reduce the duration of antibiotic treatment in complicated appendicitis. Methods A quality improvement program was implemented in the surgical department of The Cuban Hospital (Doha, Qatar). During a 3-month baseline period, data about antibiotic duration, consumption (daily defined doses), and cost (in Qatary Riyals) were identified, as well as during two plan-do-study-act (PDSA) intervention periods. Interventions include action focused on staff education, monitoring antibiotic use, feedback, and reminders during discharge planning. Results At baseline, 13 patients with complicated appendicitis were documented, while there were 41 and 15 patients during PDSA cycles 1 and 2, respectively. A 29.5% reduction in days of antibiotic treatment was observed during the PDSA cycle 2 in comparison with the baseline. Accordingly, a reduction of 38.7% in the consumption of antibiotics and a reduction of 24.6% in cost were observed, with no adverse outcomes for patients during the 30-day follow-up period. Conclusion The intervention resulted in an improvement in antibiotic use with satisfactory patient outcomes and an additional effect on the efficiency of health care and the prevention of microbial resistance and other adverse effects. Copyright The Author(s). This is an open access article published by Thieme under the terms of the Creative Commons Attribution License, permitting unrestricted use, distribution, and reproduction so long as the original work is properly cited. ( https://creativecommons.org/licenses/by/4.0/ ).",2024,/,Avicenna journal of medicine,14,4,210-215,,https://dx.doi.org/10.1055/s-0044-1801350,40084229,#5544,ArtilesGarcia 2024,"",Possible RCT
The Impact of Antimicrobial Stewardship Program on Injudicious Use of Cefuroxime.,"Arulappen, Ann L; Danial, Monica; Haron, Norliza; Hau, Lim Choo; Khan, Amer Hayat","Antimicrobial stewardship (AMS) program promotes the judicious use of antimicrobials. Hence, this study was conducted to analyze the impact of stewardship on the prescribing pattern of cefuroxime injection among the surgeons as perioperative antimicrobial prophylaxis (PAP). This study was conducted retrospectively in Malaysia. Various outcomes were measured including cefuroxime usage, compliance with the guidelines, surgical site infections, and cost savings. A total of 1,601 patients were recruited in the study. In terms of usage, the total defined daily dose (DDD) prior to the intervention was 202 DDD/100 procedures compared to that after intervention which was 144 DDD/100 procedures (p < 0.05). On the other hand, the excessively long administration of PAP dropped from 94.4 to 30.3% (p < 0.001). Focusing on the compliance with the newly developed local guidelines, it has increased from 53 to 94.3% after the interventions were made (p < 0.001), whereas the rate of surgical site infections was reduced from 17.0 to 9.0%. The cost of antibiotic being used has significantly reduced after the study intervention (p = 0.007). The quality of PAP directly impacts the antimicrobial usage, the surgical site infections, and the total cost involved. Thus, it is crucial to maintain the standard of PAP at all times in healthcare settings. Copyright © 2021 Arulappen, Danial, Haron, Hau and Khan.",2020,/,Frontiers in pharmacology,11,101548923,565818,,https://dx.doi.org/10.3389/fphar.2020.565818,33664664,#5546,Arulappen 2020,"",Possible RCT
Impact of Antimicrobial Stewardship on Antimicrobial Utilization and Resistance Patterns in a Tertiary Care Hospital in Western Maharashtra.,"Attar, Neelam R; Dhanawade, Sara S; Yadav, Divya; Nikam, Jalandhar","BACKGROUND: Non-judicious use of antibiotics by health professionals has been identified as an area for interventions and improvement by the World Health Organization for controlling antimicrobial resistance. Following the Indian Council for Medical Research (ICMR) guidelines, we established an antimicrobial stewardship (AMS) program at the 950-bedded multispecialty private sector hospital located in western Maharashtra by the end of the year 2021., AIM AND OBJECTIVE: The purpose of this study was to evaluate the impact of an AMS program intervention on the utilization of antibiotics and resistance patterns of organisms isolated from the patients., RESULT: A significant reduction in the utilization of ceftriaxone (23.3 to 6.75), piperacillin-tazobactam (7.7 to 6.0), amikacin (9.03 to 5.15), clindamycin (6.25 to 5.75), linezolid (5.8 to 4.8), and ceftazidime (0.9 to 0.2) in defined daily doses (DDD/100 bed days) was seen after intervention. Antibiotic resistance decreased in gentamicin, amikacin, and teicoplanin. Overall antibiotic consumption reduced from 1,681.0 to 1,420.0 DDD/100 days. Culture-based therapy increased from 61% to 90%. Surgical prophylaxis compliance increased from 58% to 96%., CONCLUSION: The constant perseverance of the AMS team of our hospital had a positive impact on reducing the overall consumption of antibiotics. Stringent infection prevention and control practices, timely provision of treatment guidelines, frequent interactions and discussions with treating doctors, audits by clinical pharmacists, and feedback to the doctors along with various training programs and sensitization sessions by the AMS team have brought significant behavioral changes among the treating physicians. Copyright © 2025, Attar et al.",2025,/,Cureus,17,3,e80012,,https://dx.doi.org/10.7759/cureus.80012,40182340,#5605,Attar 2025,"",Possible RCT
Promoting real-world evidence use for antimicrobial stewardship in Latin America: evaluation of impact of a two-part educational webinar series.,"Augustyniak, Monica; Garcia-Betancur, Juan Carlos; Peloquin, Sophie; Esparza, German; Pallares, Christian Jose; Rosselli, Diego; De Luna, David; Lazure, Patrice; Villegas, Maria Virginia","Background: Educational programs on the use of real-world evidence (RWE) in antimicrobial stewardship (AMS) are scarce in Latin America (LATAM)., Objectives: To develop and evaluate an online educational program supporting LATAM healthcare professionals (HCP)'s ability to use and generate RWE for effective antimicrobial agent use, aligned with AMS principles., Methods: Two 90-min webinars were developed by subject matter experts. Changes in knowledge, skills, confidence and attitudes were measured via paired PRE-and POST-intervention survey questions. Satisfaction, intent to change and remaining barriers were surveyed POST-intervention. McNemar and Wilcoxon Signed Rank statistical tests assessed differences in paired dichotomous and ordinal data, respectively. Unpaired data underwent descriptive analysis. Open-ended responses were subject to thematic content analysis (inductive reasoning approach)., Results: The analysis sample included 741 PRE-intervention survey completers (epidemiologists, infection control specialists, chemists, pharmacists, biologists, microbiologists, bacteriologists and other physicians), with 47 completing the full POST survey (33 following webinar 1, and 14 following webinar 2). A significant increase in the percent of completers who were confident of 'what constitutes RWE' was found PRE (31%) to POST (73%) intervention (P < 0.001). Median self-reported skill levels changed from '2-basic' to '3-intermediate' for providing examples of RWE and applying RWE in the context of AMS (P < 0.05). Barriers included low perceived value of RWE by administrators and limited access to appropriate data., Conclusions: This education improved HCPs' confidence in knowing what constitutes RWE. Findings provide direction for future interventions aimed at enhancing access to and appropriate use of RWE to inform AMS in LATAM. Copyright © The Author(s) 2025. Published by Oxford University Press on behalf of British Society for Antimicrobial Chemotherapy.",2025,/,JAC-antimicrobial resistance,7,2,dlaf056,,https://dx.doi.org/10.1093/jacamr/dlaf056,40256650,#5611,Augustyniak 2025,"",Possible RCT
Implementation of a novel antimicrobial stewardship strategy for rural facilities utilising telehealth.,"Avent, M L; Walker, D; Yarwood, T; Malacova, E; Brown, C; Kariyawasam, N; Ashley, S; Daveson, K","A significant portion of healthcare takes place in small hospitals, and many are located in rural and regional areas. Facilities in these regions frequently do not have adequate resources to implement an onsite antimicrobial stewardship programme and there are limited data relating to their implementation and effectiveness. We present an innovative model of providing a specialist telehealth antimicrobial stewardship service utilising a centralised service (Queensland Statewide Antimicrobial Stewardship Program) to a rural Hospital and Health Service. Results of a 2-year post-implementation follow-up showed an improvement in adherence to guidelines [33.7% (95% CI 27.0-40.4%) vs. 54.1% (95% CI 48.7-59.5%)] and appropriateness of antimicrobial prescribing [49.0% (95% CI 42.2-55.9%) vs. 67.5% (95% CI 62.7-72.4%) (P < 0.001). This finding was sustained after adjustment for hospitals, with improvement occurring sequentially across the years for adherence to guidelines [adjusted odds ratio (aOR) = 2.44, 95% CI 1.70-3.51] and appropriateness of prescribing (aOR = 2.48, 95% CI 1.70-3.61). There was a decrease in mean total antibiotic use (DDDs/1000 patient-days) between the years 2016 (52.82, 95% CI 44.09-61.54) and 2018 (39.74, 95% CI 32.76-46.73), however this did not reach statistical significance. Additionally, there was a decrease in mean hospital length of stay (days) from 2016 (3.74, 95% CI 3.08-4.41) to 2018 (2.55, 95% CI 1.98-3.12), although this was not statistically significant. New telehealth-based models of antimicrobial stewardship can be effective in improving prescribing in rural areas. Programmes similar to ours should be considered for rural facilities. Crown Copyright © 2021. Published by Elsevier Ltd. All rights reserved.",2021,/,International journal of antimicrobial agents,57,6,106346,,https://dx.doi.org/10.1016/j.ijantimicag.2021.106346,33882332,#5619,Avent 2021,"",Not RCT
